"number","incident_state","active","reassignment_count","reopen_count","sys_mod_count","made_sla","caller_id","opened_by","opened_at","sys_created_by","sys_created_at","sys_updated_by","updated_at","contact_type","location","category","subcategory","u_symptom","cmdb_ci","impact","urgency","priority","assignment_group","assigned_to","knowledge","u_priority_confirmation","notify","problem_id","rfc","vendor","caused_by","closed_code","resolved_by","resolved_at","closed_at","duration","created_at_stc","updated_at_stc","opened_at_stc","resolved_at_stc","closed_at_stc","elapsed_stc","remaining_stc","sojourn_set_stc","sojourn_mset_stc","sojourn_seq_stc","seq_state_id","set_state_id","mset_state_id"
"INC0001693","Active","True",0,0,0,"True","Caller 2420","Opener 174","2016-03-03 09:39:00","Creator 155","2016-03-03 09:41:00","Updater 701","2016-03-03 09:41:00","Phone","Location 2","Notebook","Not apply","","","2 - Medium","2 - Medium","3 - Moderate","Group 22","Assigned to 195","True","False","Do Not Notify","","","","","Solved (Permanently)","Resolver 181","2016-03-03 09:46:00","2016-03-07 10:18:00",347940,1457008860,1457008860,1457008740,1457009160,1457356680,120,347820,0,0,0,0,0,0
"INC0001693","Active","True",0,0,1,"True","Caller 2420","Opener 174","2016-03-03 09:39:00","Creator 155","2016-03-03 09:41:00","Updater 701","2016-03-03 09:44:00","Phone","Location 2","Notebook","Not apply","","","2 - Medium","2 - Medium","3 - Moderate","Group 22","Assigned to 195","True","False","Do Not Notify","","","","","Solved (Permanently)","Resolver 181","2016-03-03 09:46:00","2016-03-07 10:18:00",347940,1457008860,1457009040,1457008740,1457009160,1457356680,300,347640,0,0,0,0,0,0
"INC0001693","Resolved","True",0,0,2,"True","Caller 2420","Opener 174","2016-03-03 09:39:00","Creator 155","2016-03-03 09:41:00","Updater 701","2016-03-03 09:46:00","Phone","Location 2","Notebook","Not apply","","","2 - Medium","2 - Medium","3 - Moderate","Group 22","Assigned to 195","True","False","Do Not Notify","","","","","Solved (Permanently)","Resolver 181","2016-03-03 09:46:00","2016-03-07 10:18:00",347940,1457008860,1457009160,1457008740,1457009160,1457356680,420,347520,0,0,0,0,0,0
"INC0001693","Closed","False",0,0,3,"True","Caller 2420","Opener 174","2016-03-03 09:39:00","Creator 155","2016-03-03 09:41:00","Updater 416","2016-03-07 10:18:00","Phone","Location 2","Notebook","Not apply","","","2 - Medium","2 - Medium","3 - Moderate","Group 22","Assigned to 195","True","False","Do Not Notify","","","","","Solved (Permanently)","Resolver 181","2016-03-03 09:46:00","2016-03-07 10:18:00",347940,1457008860,1457356680,1457008740,1457009160,1457356680,347940,0,0,0,0,0,0,0
"INC0001701","Active","True",0,0,0,"True","Caller 2806","Opener 174","2016-03-03 09:48:00","Creator 155","2016-03-03 09:50:00","Updater 701","2016-03-03 09:50:00","Phone","Location 73","Notebook","Not apply","","","2 - Medium","2 - Medium","3 - Moderate","Group 22","Assigned to 195","True","False","Do Not Notify","","","","","Solved (Permanently)","Resolver 181","2016-03-03 09:58:00","2016-03-08 10:00:00",432720,1457009400,1457009400,1457009280,1457009880,1457442000,120,432600,0,0,0,0,0,0
"INC0001701","Active","True",0,0,1,"True","Caller 2806","Opener 174","2016-03-03 09:48:00","Creator 155","2016-03-03 09:50:00","Updater 701","2016-03-03 09:58:00","Phone","Location 73","Notebook","Not apply","","","2 - Medium","2 - Medium","3 - Moderate","Group 22","Assigned to 195","True","False","Do Not Notify","","","","","Solved (Permanently)","Resolver 181","2016-03-03 09:58:00","2016-03-08 10:00:00",432720,1457009400,1457009880,1457009280,1457009880,1457442000,600,432120,0,0,0,0,0,0
"INC0001701","Resolved","True",0,0,2,"True","Caller 2806","Opener 174","2016-03-03 09:48:00","Creator 155","2016-03-03 09:50:00","Updater 701","2016-03-03 09:58:00","Phone","Location 73","Notebook","Not apply","","","2 - Medium","2 - Medium","3 - Moderate","Group 22","Assigned to 195","True","False","Do Not Notify","","","","","Solved (Permanently)","Resolver 181","2016-03-03 09:58:00","2016-03-08 10:00:00",432720,1457009400,1457009880,1457009280,1457009880,1457442000,600,432120,0,0,0,0,0,0
"INC0001701","Closed","False",0,0,3,"True","Caller 2806","Opener 174","2016-03-03 09:48:00","Creator 155","2016-03-03 09:50:00","Updater 770","2016-03-08 10:00:00","Phone","Location 73","Notebook","Not apply","","","2 - Medium","2 - Medium","3 - Moderate","Group 22","Assigned to 195","True","False","Do Not Notify","","","","","Solved (Permanently)","Resolver 181","2016-03-03 09:58:00","2016-03-08 10:00:00",432720,1457009400,1457442000,1457009280,1457009880,1457442000,432720,0,0,0,0,0,0,0
"INC0001758","New","True",0,0,0,"True","Caller 1692","Opener 13","2016-03-03 10:32:00","Creator 10","2016-03-03 10:34:00","Updater 52","2016-03-03 10:34:00","Phone","Location 111","Notebook","Not apply","Access denied","","2 - Medium","2 - Medium","3 - Moderate","Group 27","Assigned to 215","True","False","Do Not Notify","","","","","Solved (Permanently)","Resolver 199","2016-03-04 13:39:00","2016-03-09 14:00:00",530880,1457012040,1457012040,1457011920,1457109540,1457542800,120,530760,0,0,0,0,0,0
"INC0001758","New","True",0,0,1,"True","Caller 1692","Opener 13","2016-03-03 10:32:00","Creator 10","2016-03-03 10:34:00","Updater 788","2016-03-03 16:34:00","Phone","Location 111","Notebook","Not apply","Access denied","","2 - Medium","2 - Medium","3 - Moderate","Group 27","Assigned to 215","True","False","Do Not Notify","","","","","Solved (Permanently)","Resolver 199","2016-03-04 13:39:00","2016-03-09 14:00:00",530880,1457012040,1457033640,1457011920,1457109540,1457542800,21720,509160,0,0,0,0,0,0
"INC0001758","Active","True",1,0,2,"True","Caller 1692","Opener 13","2016-03-03 10:32:00","Creator 10","2016-03-03 10:34:00","Updater 788","2016-03-03 16:35:00","Phone","Location 111","Notebook","Not apply","Access denied","","2 - Medium","2 - Medium","3 - Moderate","Group 66","Assigned to 215","True","False","Do Not Notify","","","","","Solved (Permanently)","Resolver 199","2016-03-04 13:39:00","2016-03-09 14:00:00",530880,1457012040,1457033700,1457011920,1457109540,1457542800,21780,509100,0,0,0,0,0,0
"INC0001758","Active","True",2,0,3,"True","Caller 1692","Opener 13","2016-03-03 10:32:00","Creator 10","2016-03-03 10:34:00","Updater 725","2016-03-04 11:11:00","Phone","Location 111","Notebook","Not apply","Access denied","","2 - Medium","2 - Medium","3 - Moderate","Group 27","Assigned to 215","True","False","Do Not Notify","","","","","Solved (Permanently)","Resolver 199","2016-03-04 13:39:00","2016-03-09 14:00:00",530880,1457012040,1457100660,1457011920,1457109540,1457542800,88740,442140,0,0,0,0,0,0
"INC0001758","Active","True",2,0,4,"True","Caller 1692","Opener 13","2016-03-03 10:32:00","Creator 10","2016-03-03 10:34:00","Updater 788","2016-03-04 13:39:00","Phone","Location 111","Notebook","Not apply","Access denied","","2 - Medium","2 - Medium","3 - Moderate","Group 27","Assigned to 215","True","False","Do Not Notify","","","","","Solved (Permanently)","Resolver 199","2016-03-04 13:39:00","2016-03-09 14:00:00",530880,1457012040,1457109540,1457011920,1457109540,1457542800,97620,433260,0,0,0,0,0,0
"INC0001758","Resolved","True",2,0,5,"True","Caller 1692","Opener 13","2016-03-03 10:32:00","Creator 10","2016-03-03 10:34:00","Updater 788","2016-03-04 13:39:00","Phone","Location 111","Notebook","Not apply","Access denied","","2 - Medium","2 - Medium","3 - Moderate","Group 27","Assigned to 215","True","False","Do Not Notify","","","","","Solved (Permanently)","Resolver 199","2016-03-04 13:39:00","2016-03-09 14:00:00",530880,1457012040,1457109540,1457011920,1457109540,1457542800,97620,433260,0,0,0,0,0,0
"INC0001758","Closed","False",2,0,6,"True","Caller 1692","Opener 13","2016-03-03 10:32:00","Creator 10","2016-03-03 10:34:00","Updater 770","2016-03-09 14:00:00","Phone","Location 111","Notebook","Not apply","Access denied","","2 - Medium","2 - Medium","3 - Moderate","Group 27","Assigned to 215","True","False","Do Not Notify","","","","","Solved (Permanently)","Resolver 199","2016-03-04 13:39:00","2016-03-09 14:00:00",530880,1457012040,1457542800,1457011920,1457109540,1457542800,530880,0,0,0,0,0,0,0
"INC0001845","New","True",0,0,0,"True","Caller 2115","Opener 12","2016-03-03 11:28:00","Creator 9","2016-03-03 11:29:00","Updater 45","2016-03-03 11:29:00","Phone","Location 160","Notebook","Others","Others","","2 - Medium","2 - Medium","3 - Moderate","Group 24","Assigned to 53","True","False","Do Not Notify","","","","","Solved (Permanently)","Resolver 48","2016-06-28 10:30:00","2016-07-03 11:00:00",10539120,1457015340,1457015340,1457015280,1467120600,1467554400,60,10539060,0,0,0,0,0,0
"INC0001845","New","True",1,0,4,"True","Caller 2115","Opener 12","2016-03-03 11:28:00","Creator 9","2016-03-03 11:29:00","Updater 682","2016-03-14 03:07:00","Phone","Location 160","Notebook","Others","Others","","2 - Medium","2 - Medium","3 - Moderate","Group 24","Assigned to 53","True","False","Do Not Notify","","","","","Solved (Permanently)","Resolver 48","2016-06-28 10:30:00","2016-07-03 11:00:00",10539120,1457015340,1457935620,1457015280,1467120600,1467554400,920340,9618780,0,0,0,0,0,0
"INC0001845","New","True",2,0,5,"True","Caller 2115","Opener 12","2016-03-03 11:28:00","Creator 9","2016-03-03 11:29:00","Updater 114","2016-03-14 08:26:00","Phone","Location 160","Notebook","Others","Others","","2 - Medium","2 - Medium","3 - Moderate","Group 8","Assigned to 53","True","False","Do Not Notify","","","","","Solved (Permanently)","Resolver 48","2016-06-28 10:30:00","2016-07-03 11:00:00",10539120,1457015340,1457954760,1457015280,1467120600,1467554400,939480,9599640,0,0,0,0,0,0
"INC0001845","Active","True",2,0,7,"True","Caller 2115","Opener 12","2016-03-03 11:28:00","Creator 9","2016-03-03 11:29:00","Updater 38","2016-03-18 12:28:00","Phone","Location 160","Notebook","Others","Others","","2 - Medium","2 - Medium","3 - Moderate","Group 8","Assigned to 53","True","False","Do Not Notify","","","","","Solved (Permanently)","Resolver 48","2016-06-28 10:30:00","2016-07-03 11:00:00",10539120,1457015340,1458314880,1457015280,1467120600,1467554400,1299600,9239520,0,0,0,0,0,0
"INC0001845","Active","True",2,0,8,"True","Caller 2115","Opener 12","2016-03-03 11:28:00","Creator 9","2016-03-03 11:29:00","Updater 488","2016-03-21 11:38:00","Phone","Location 160","Notebook","Others","Others","","2 - Medium","2 - Medium","3 - Moderate","Group 8","Assigned to 53","True","False","Do Not Notify","","","","","Solved (Permanently)","Resolver 48","2016-06-28 10:30:00","2016-07-03 11:00:00",10539120,1457015340,1458571080,1457015280,1467120600,1467554400,1555800,8983320,0,0,0,0,0,0
"INC0001845","Active","True",2,0,18,"True","Caller 2115","Opener 12","2016-03-03 11:28:00","Creator 9","2016-03-03 11:29:00","Updater 318","2016-04-19 13:03:00","Phone","Location 160","Notebook","Others","Others","","2 - Medium","2 - Medium","3 - Moderate","Group 8","Assigned to 53","True","False","Do Not Notify","","","","","Solved (Permanently)","Resolver 48","2016-06-28 10:30:00","2016-07-03 11:00:00",10539120,1457015340,1461081780,1457015280,1467120600,1467554400,4066500,6472620,0,0,0,0,0,0
"INC0001845","Active","True",3,0,19,"True","Caller 2115","Opener 12","2016-03-03 11:28:00","Creator 9","2016-03-03 11:29:00","Updater 318","2016-04-19 13:04:00","Phone","Location 160","Notebook","Others","Others","","2 - Medium","2 - Medium","3 - Moderate","Group 24","Assigned to 53","True","False","Do Not Notify","","","","","Solved (Permanently)","Resolver 48","2016-06-28 10:30:00","2016-07-03 11:00:00",10539120,1457015340,1461081840,1457015280,1467120600,1467554400,4066560,6472560,0,0,0,0,0,0
"INC0001845","Active","True",4,0,20,"True","Caller 2115","Opener 12","2016-03-03 11:28:00","Creator 9","2016-03-03 11:29:00","Updater 114","2016-04-19 13:09:00","Phone","Location 160","Notebook","Others","Others","","2 - Medium","2 - Medium","3 - Moderate","Group 8","Assigned to 53","True","False","Do Not Notify","","","","","Solved (Permanently)","Resolver 48","2016-06-28 10:30:00","2016-07-03 11:00:00",10539120,1457015340,1461082140,1457015280,1467120600,1467554400,4066860,6472260,0,0,0,0,0,0
"INC0001845","Active","True",4,0,21,"True","Caller 2115","Opener 12","2016-03-03 11:28:00","Creator 9","2016-03-03 11:29:00","Updater 611","2016-04-19 14:50:00","Phone","Location 160","Notebook","Others","Others","","2 - Medium","2 - Medium","3 - Moderate","Group 8","Assigned to 53","True","False","Do Not Notify","","","","","Solved (Permanently)","Resolver 48","2016-06-28 10:30:00","2016-07-03 11:00:00",10539120,1457015340,1461088200,1457015280,1467120600,1467554400,4072920,6466200,0,0,0,0,0,0
"INC0001845","Active","True",5,0,36,"True","Caller 2115","Opener 12","2016-03-03 11:28:00","Creator 9","2016-03-03 11:29:00","Updater 207","2016-06-01 15:27:00","Phone","Location 160","Notebook","Others","Others","","2 - Medium","2 - Medium","3 - Moderate","Group 24","Assigned to 53","True","False","Do Not Notify","","","","","Solved (Permanently)","Resolver 48","2016-06-28 10:30:00","2016-07-03 11:00:00",10539120,1457015340,1464805620,1457015280,1467120600,1467554400,7790340,2748780,0,0,0,0,0,0
"INC0001845","Active","True",5,0,37,"True","Caller 2115","Opener 12","2016-03-03 11:28:00","Creator 9","2016-03-03 11:29:00","Updater 183","2016-06-02 09:06:00","Phone","Location 160","Notebook","Others","Others","","2 - Medium","2 - Medium","3 - Moderate","Group 24","Assigned to 53","True","False","Do Not Notify","","","","","Solved (Permanently)","Resolver 48","2016-06-28 10:30:00","2016-07-03 11:00:00",10539120,1457015340,1464869160,1457015280,1467120600,1467554400,7853880,2685240,0,0,0,0,0,0
"INC0001845","Awaiting Vendor","True",5,0,38,"True","Caller 2115","Opener 12","2016-03-03 11:28:00","Creator 9","2016-03-03 11:29:00","Updater 183","2016-06-02 10:44:00","Phone","Location 160","Notebook","Others","Others","","2 - Medium","2 - Medium","3 - Moderate","Group 24","Assigned to 53","True","False","Do Not Notify","","","Others","","Solved (Permanently)","Resolver 48","2016-06-28 10:30:00","2016-07-03 11:00:00",10539120,1457015340,1464875040,1457015280,1467120600,1467554400,7859760,2679360,0,0,0,0,0,0
"INC0001845","Awaiting Vendor","True",5,0,47,"True","Caller 2115","Opener 12","2016-03-03 11:28:00","Creator 9","2016-03-03 11:29:00","Updater 183","2016-06-28 10:30:00","Phone","Location 160","Notebook","Others","Others","","2 - Medium","2 - Medium","3 - Moderate","Group 24","Assigned to 53","True","False","Do Not Notify","","","Others","","Solved (Permanently)","Resolver 48","2016-06-28 10:30:00","2016-07-03 11:00:00",10539120,1457015340,1467120600,1457015280,1467120600,1467554400,10105320,433800,0,0,0,0,0,0
"INC0001845","Resolved","True",5,0,48,"True","Caller 2115","Opener 12","2016-03-03 11:28:00","Creator 9","2016-03-03 11:29:00","Updater 183","2016-06-28 10:30:00","Phone","Location 160","Notebook","Others","Others","","2 - Medium","2 - Medium","3 - Moderate","Group 24","Assigned to 53","True","True","Do Not Notify","","","","","Solved (Permanently)","Resolver 48","2016-06-28 10:30:00","2016-07-03 11:00:00",10539120,1457015340,1467120600,1457015280,1467120600,1467554400,10105320,433800,0,0,0,0,0,0
"INC0001845","Closed","False",5,0,49,"False","Caller 2115","Opener 12","2016-03-03 11:28:00","Creator 9","2016-03-03 11:29:00","Updater 770","2016-07-03 11:00:00","Phone","Location 160","Notebook","Others","Others","","2 - Medium","2 - Medium","3 - Moderate","Group 24","Assigned to 53","True","True","Do Not Notify","","","","","Solved (Permanently)","Resolver 48","2016-06-28 10:30:00","2016-07-03 11:00:00",10539120,1457015340,1467554400,1457015280,1467120600,1467554400,10539120,0,0,0,0,0,0,0
"INC0001912","New","True",0,0,0,"True","Caller 3029","Opener 150","2016-03-03 13:17:00","Creator 130","2016-03-03 13:19:00","Updater 615","2016-03-03 13:19:00","Phone","Location 76","Notebook","Not apply","Access","","2 - Medium","2 - Medium","3 - Moderate","Group 66","Assigned to 227","True","False","Do Not Notify","","","","","Solved (Permanently)","Resolver 210","2016-03-07 09:36:00","2016-03-24 18:40:00",1833780,1457021940,1457021940,1457021820,1457354160,1458855600,120,1833660,0,0,0,0,0,0
"INC0001912","New","True",1,0,1,"True","Caller 3029","Opener 150","2016-03-03 13:17:00","Creator 130","2016-03-03 13:19:00","Updater 725","2016-03-04 11:08:00","Phone","Location 76","Notebook","Not apply","Access","","2 - Medium","2 - Medium","3 - Moderate","Group 23","Assigned to 227","True","False","Do Not Notify","","","","","Solved (Permanently)","Resolver 210","2016-03-07 09:36:00","2016-03-24 18:40:00",1833780,1457021940,1457100480,1457021820,1457354160,1458855600,78660,1755120,0,0,0,0,0,0
"INC0001912","Active","True",1,0,2,"True","Caller 3029","Opener 150","2016-03-03 13:17:00","Creator 130","2016-03-03 13:19:00","Updater 845","2016-03-04 11:17:00","Phone","Location 76","Notebook","Not apply","Access","","2 - Medium","2 - Medium","3 - Moderate","Group 23","Assigned to 231","True","False","Do Not Notify","","","","","Solved (Permanently)","Resolver 210","2016-03-07 09:36:00","2016-03-24 18:40:00",1833780,1457021940,1457101020,1457021820,1457354160,1458855600,79200,1754580,0,0,0,0,0,0
"INC0001912","Active","True",1,0,3,"True","Caller 3029","Opener 150","2016-03-03 13:17:00","Creator 130","2016-03-03 13:19:00","Updater 845","2016-03-04 11:30:00","Phone","Location 76","Notebook","Not apply","Access","","2 - Medium","2 - Medium","3 - Moderate","Group 23","Assigned to 231","True","False","Do Not Notify","","","","","Solved (Permanently)","Resolver 210","2016-03-07 09:36:00","2016-03-24 18:40:00",1833780,1457021940,1457101800,1457021820,1457354160,1458855600,79980,1753800,0,0,0,0,0,0
"INC0001912","Active","True",1,0,4,"True","Caller 3029","Opener 150","2016-03-03 13:17:00","Creator 130","2016-03-03 13:19:00","Updater 845","2016-03-04 11:31:00","Phone","Location 76","Notebook","Not apply","Access","","2 - Medium","2 - Medium","3 - Moderate","Group 23","Assigned to 231","True","False","Do Not Notify","","","","","Solved (Permanently)","Resolver 210","2016-03-07 09:36:00","2016-03-24 18:40:00",1833780,1457021940,1457101860,1457021820,1457354160,1458855600,80040,1753740,0,0,0,0,0,0
"INC0001912","Active","True",1,0,5,"True","Caller 3029","Opener 150","2016-03-03 13:17:00","Creator 130","2016-03-03 13:19:00","Updater 845","2016-03-04 11:33:00","Phone","Location 76","Plugin","Banking","Installation","","2 - Medium","2 - Medium","3 - Moderate","Group 23","Assigned to 231","True","False","Do Not Notify","","","","","Solved (Permanently)","Resolver 210","2016-03-07 09:36:00","2016-03-24 18:40:00",1833780,1457021940,1457101980,1457021820,1457354160,1458855600,80160,1753620,0,0,0,0,0,0
"INC0001912","Awaiting User Info","True",1,0,6,"True","Caller 3029","Opener 150","2016-03-03 13:17:00","Creator 130","2016-03-03 13:19:00","Updater 845","2016-03-04 11:33:00","Phone","Location 76","Plugin","Banking","Installation","","2 - Medium","2 - Medium","3 - Moderate","Group 23","Assigned to 231","True","False","Do Not Notify","","","","","Solved (Permanently)","Resolver 210","2016-03-07 09:36:00","2016-03-24 18:40:00",1833780,1457021940,1457101980,1457021820,1457354160,1458855600,80160,1753620,0,0,0,0,0,0
"INC0001912","Awaiting User Info","True",1,0,7,"True","Caller 3029","Opener 150","2016-03-03 13:17:00","Creator 130","2016-03-03 13:19:00","Updater 845","2016-03-04 14:33:00","Phone","Location 76","Plugin","Banking","Installation","","2 - Medium","2 - Medium","3 - Moderate","Group 23","Assigned to 231","True","False","Do Not Notify","","","","","Solved (Permanently)","Resolver 210","2016-03-07 09:36:00","2016-03-24 18:40:00",1833780,1457021940,1457112780,1457021820,1457354160,1458855600,90960,1742820,0,0,0,0,0,0
"INC0001912","Awaiting User Info","True",1,0,8,"True","Caller 3029","Opener 150","2016-03-03 13:17:00","Creator 130","2016-03-03 13:19:00","Updater 285","2016-03-07 09:11:00","Phone","Location 76","Plugin","Banking","Installation","","2 - Medium","2 - Medium","3 - Moderate","Group 23","Assigned to 227","True","False","Do Not Notify","","","","","Solved (Permanently)","Resolver 210","2016-03-07 09:36:00","2016-03-24 18:40:00",1833780,1457021940,1457352660,1457021820,1457354160,1458855600,330840,1502940,0,0,0,0,0,0
"INC0001912","Active","True",1,0,9,"True","Caller 3029","Opener 150","2016-03-03 13:17:00","Creator 130","2016-03-03 13:19:00","Updater 828","2016-03-07 09:20:00","Phone","Location 76","Plugin","Banking","Installation","","2 - Medium","2 - Medium","3 - Moderate","Group 23","Assigned to 227","True","False","Do Not Notify","","","","","Solved (Permanently)","Resolver 210","2016-03-07 09:36:00","2016-03-24 18:40:00",1833780,1457021940,1457353200,1457021820,1457354160,1458855600,331380,1502400,0,0,0,0,0,0
"INC0001912","Active","True",1,0,10,"True","Caller 3029","Opener 150","2016-03-03 13:17:00","Creator 130","2016-03-03 13:19:00","Updater 828","2016-03-07 09:24:00","Phone","Location 76","Plugin","Banking","Installation","","2 - Medium","2 - Medium","3 - Moderate","Group 23","Assigned to 227","True","False","Do Not Notify","","","","","Solved (Permanently)","Resolver 210","2016-03-07 09:36:00","2016-03-24 18:40:00",1833780,1457021940,1457353440,1457021820,1457354160,1458855600,331620,1502160,0,0,0,0,0,0
"INC0001912","Resolved","True",1,0,11,"True","Caller 3029","Opener 150","2016-03-03 13:17:00","Creator 130","2016-03-03 13:19:00","Updater 828","2016-03-07 09:36:00","Phone","Location 76","Plugin","Banking","Installation","","2 - Medium","2 - Medium","3 - Moderate","Group 23","Assigned to 227","True","False","Do Not Notify","","","","","Solved (Permanently)","Resolver 210","2016-03-07 09:36:00","2016-03-24 18:40:00",1833780,1457021940,1457354160,1457021820,1457354160,1458855600,332340,1501440,0,0,0,0,0,0
"INC0001912","Closed","False",1,0,12,"False","Caller 3029","Opener 150","2016-03-03 13:17:00","Creator 130","2016-03-03 13:19:00","Updater 770","2016-03-24 18:40:00","Phone","Location 76","Plugin","Banking","Installation","","2 - Medium","2 - Medium","3 - Moderate","Group 23","Assigned to 227","True","False","Do Not Notify","","","","","Solved (Permanently)","Resolver 210","2016-03-07 09:36:00","2016-03-24 18:40:00",1833780,1457021940,1458855600,1457021820,1457354160,1458855600,1833780,0,0,0,0,0,0,0
"INC0001918","New","True",0,0,0,"True","Caller 3426","Opener 139","2016-03-03 13:29:00","Creator 124","2016-03-03 14:47:00","Updater 597","2016-03-03 14:47:00","Phone","Location 160","Notebook","Not apply","System","","2 - Medium","2 - Medium","3 - Moderate","Group 24","Assigned to 112","True","False","Do Not Notify","","","","","Service is stable, ok to close ticket","Resolver 103","2016-03-09 10:24:00","2016-03-24 18:40:00",1833060,1457027220,1457027220,1457022540,1457529840,1458855600,4680,1828380,0,0,0,0,0,0
"INC0001918","Awaiting User Info","True",0,0,2,"True","Caller 3426","Opener 139","2016-03-03 13:29:00","Creator 124","2016-03-03 14:47:00","Updater 398","2016-03-09 10:20:00","Phone","Location 160","Notebook","Not apply","System","","2 - Medium","2 - Medium","3 - Moderate","Group 24","Assigned to 112","True","False","Do Not Notify","","","","","Service is stable, ok to close ticket","Resolver 103","2016-03-09 10:24:00","2016-03-24 18:40:00",1833060,1457027220,1457529600,1457022540,1457529840,1458855600,507060,1326000,0,0,0,0,0,0
"INC0001918","Resolved","True",0,0,3,"True","Caller 3426","Opener 139","2016-03-03 13:29:00","Creator 124","2016-03-03 14:47:00","Updater 398","2016-03-09 10:24:00","Phone","Location 160","Notebook","Not apply","System","","2 - Medium","2 - Medium","3 - Moderate","Group 24","Assigned to 112","True","False","Do Not Notify","","","","","Service is stable, ok to close ticket","Resolver 103","2016-03-09 10:24:00","2016-03-24 18:40:00",1833060,1457027220,1457529840,1457022540,1457529840,1458855600,507300,1325760,0,0,0,0,0,0
"INC0001918","Closed","False",0,0,4,"False","Caller 3426","Opener 139","2016-03-03 13:29:00","Creator 124","2016-03-03 14:47:00","Updater 770","2016-03-24 18:40:00","Phone","Location 160","Notebook","Not apply","System","","2 - Medium","2 - Medium","3 - Moderate","Group 24","Assigned to 112","True","False","Do Not Notify","","","","","Service is stable, ok to close ticket","Resolver 103","2016-03-09 10:24:00","2016-03-24 18:40:00",1833060,1457027220,1458855600,1457022540,1457529840,1458855600,1833060,0,0,0,0,0,0,0
"INC0001979","Active","True",0,0,0,"True","Caller 5024","Opener 98","2016-03-03 14:43:00","Creator 86","2016-03-03 14:48:00","Updater 401","2016-03-03 14:48:00","Phone","Location 76","Notebook","Screen","System error","","2 - Medium","2 - Medium","3 - Moderate","Group 23","Assigned to 231","True","False","Do Not Notify","","","","","Solved (Permanently)","Resolver 214","2016-03-04 14:14:00","2016-03-09 15:00:00",519420,1457027280,1457027280,1457026980,1457111640,1457546400,300,519120,0,0,0,0,0,0
"INC0001979","Active","True",0,0,1,"True","Caller 5024","Opener 98","2016-03-03 14:43:00","Creator 86","2016-03-03 14:48:00","Updater 285","2016-03-03 14:50:00","Phone","Location 76","Notebook","Screen","System error","","2 - Medium","2 - Medium","3 - Moderate","Group 23","Assigned to 231","True","False","Do Not Notify","","","","","Solved (Permanently)","Resolver 214","2016-03-04 14:14:00","2016-03-09 15:00:00",519420,1457027280,1457027400,1457026980,1457111640,1457546400,420,519000,0,0,0,0,0,0
"INC0001979","Awaiting User Info","True",0,0,2,"True","Caller 5024","Opener 98","2016-03-03 14:43:00","Creator 86","2016-03-03 14:48:00","Updater 845","2016-03-03 14:59:00","Phone","Location 76","Notebook","Screen","System error","","2 - Medium","2 - Medium","3 - Moderate","Group 23","Assigned to 231","True","False","Do Not Notify","","","","","Solved (Permanently)","Resolver 214","2016-03-04 14:14:00","2016-03-09 15:00:00",519420,1457027280,1457027940,1457026980,1457111640,1457546400,960,518460,0,0,0,0,0,0
"INC0001979","Awaiting User Info","True",0,0,3,"True","Caller 5024","Opener 98","2016-03-03 14:43:00","Creator 86","2016-03-03 14:48:00","Updater 845","2016-03-04 10:50:00","Phone","Location 76","Notebook","Screen","System error","","2 - Medium","2 - Medium","3 - Moderate","Group 23","Assigned to 231","True","False","Do Not Notify","","","","","Solved (Permanently)","Resolver 214","2016-03-04 14:14:00","2016-03-09 15:00:00",519420,1457027280,1457099400,1457026980,1457111640,1457546400,72420,447000,0,0,0,0,0,0
"INC0001979","Awaiting User Info","True",0,0,4,"True","Caller 5024","Opener 98","2016-03-03 14:43:00","Creator 86","2016-03-03 14:48:00","Updater 845","2016-03-04 14:13:00","Phone","Location 76","Notebook","Screen","System error","","2 - Medium","2 - Medium","3 - Moderate","Group 23","Assigned to 231","True","False","Do Not Notify","","","","","Solved (Permanently)","Resolver 214","2016-03-04 14:14:00","2016-03-09 15:00:00",519420,1457027280,1457111580,1457026980,1457111640,1457546400,84600,434820,0,0,0,0,0,0
"INC0001979","Resolved","True",0,0,5,"True","Caller 5024","Opener 98","2016-03-03 14:43:00","Creator 86","2016-03-03 14:48:00","Updater 845","2016-03-04 14:14:00","Phone","Location 76","Notebook","Screen","System error","","2 - Medium","2 - Medium","3 - Moderate","Group 23","Assigned to 231","True","False","Do Not Notify","","","","","Solved (Permanently)","Resolver 214","2016-03-04 14:14:00","2016-03-09 15:00:00",519420,1457027280,1457111640,1457026980,1457111640,1457546400,84660,434760,0,0,0,0,0,0
"INC0001979","Closed","False",0,0,6,"True","Caller 5024","Opener 98","2016-03-03 14:43:00","Creator 86","2016-03-03 14:48:00","Updater 770","2016-03-09 15:00:00","Phone","Location 76","Notebook","Screen","System error","","2 - Medium","2 - Medium","3 - Moderate","Group 23","Assigned to 231","True","False","Do Not Notify","","","","","Solved (Permanently)","Resolver 214","2016-03-04 14:14:00","2016-03-09 15:00:00",519420,1457027280,1457546400,1457026980,1457111640,1457546400,519420,0,0,0,0,0,0,0
